1,0.1585
2,0.1668
3,0.1745
4,0.1553
5,0.1477
6,0.1552
7,0.1448
8,0.1353
9,0.1352
10,0.1123
11,0.1053
12,0.0934
13,0.0924
14,0.0956
15,0.0953
16,0.0875
17,0.075
18,0.081
19,0.0865
20,0.102
21,0.1087
22,0.1026
23,0.1087
24,0.122
25,0.1283
26,0.122
27,0.122
28,0.1251
29,0.1255
30,0.1231
31,0.1263
32,0.1425
33,0.149
34,0.149
35,0.1689
36,0.1756
37,0.1655
38,0.1655
39,0.1589
40,0.1655
41,0.1749
42,0.1749
43,0.1691
44,0.1589
45,0.1623
46,0.1556
47,0.1522
48,0.146
49,0.1422
50,0.1319
51,0.1254
52,0.1228
53,0.1298
54,0.1265
55,0.1298
56,0.1397
57,0.1431
58,0.1498
59,0.1498
60,0.1498
61,0.1464
62,0.1431
63,0.1356
64,0.1352
65,0.1381
66,0.1343
67,0.1254
68,0.1323
69,0.1376
70,0.1397
71,0.1425
72,0.1453
73,0.142
74,0.142
75,0.1388
76,0.1291
77,0.1279
78,0.1311
79,0.1355
80,0.1192
81,0.1255
82,0.1192
83,0.1255
84,0.1255
85,0.122
86,0.122
87,0.1192
88,0.1216
89,0.1216
90,0.1248
91,0.1307
92,0.1307
93,0.1279
94,0.1251
95,0.122
96,0.124
97,0.124
98,0.1184
99,0.1181
100,0.1292
101,0.1261
102,0.1416
103,0.1384
104,0.1538
105,0.1346
106,0.1461
107,0.1542
108,0.1596
109,0.1568
110,0.194
111,0.2076
112,0.2562
113,0.259
114,0.2534
115,0.2617
116,0.2645
117,0.244
118,0.2412
119,0.2467
120,0.2384
121,0.2291
122,0.24
123,0.2373
124,0.2425
125,0.2371
126,0.249
127,0.2445
128,0.2582
129,0.2926
130,0.2746
131,0.2795
132,0.2755
133,0.2757
134,0.287
135,0.2949
136,0.2963
137,0.2744
138,0.2864
139,0.2851
140,0.2766
141,0.2645
142,0.2802
143,0.3173
144,0.3127
145,0.3145
146,0.3489
147,0.3677
148,0.3537
149,0.3554
150,0.347
151,0.3662
152,0.3579
153,0.3607
154,0.3631
155,0.3656
156,0.3747
157,0.3468
158,0.3462
159,0.3285
160,0.3337
161,0.3238
162,0.3411
163,0.3198
164,0.311
165,0.3215
166,0.3002
167,0.2926
168,0.2927
169,0.2664
170,0.2706
171,0.2582
172,0.2394
173,0.2408
174,0.2208
175,0.2236
176,0.2109
177,0.2208
178,0.2231
179,0.2236
180,0.2265
181,0.2333
182,0.2455
183,0.2623
184,0.2779
185,0.273
186,0.2737
187,0.2688
188,0.2647
189,0.246
190,0.2447
191,0.2376
192,0.2306
193,0.2403
194,0.2403
195,0.245
196,0.2026
197,0.2069
198,0.2069
199,0.2116
200,0.2151
201,0.217
202,0.2183
203,0.2151
204,0.2135
205,0.2165
206,0.2099
207,0.2075
208,0.2103
209,0.2127
210,0.2165
211,0.2141
212,0.2255
213,0.2255
214,0.2232
215,0.219
216,0.2209
217,0.2231
218,0.2191
219,0.2294
220,0.2677
221,0.2632
222,0.2707
223,0.2713
224,0.2667
225,0.2712
226,0.2735
227,0.2627
228,0.2565
229,0.2543
230,0.2632
231,0.2677
232,0.2814
233,0.2768
234,0.2784
235,0.283
236,0.2853
237,0.2762
238,0.2808
239,0.259
240,0.2613
241,0.247
242,0.2583
243,0.247
244,0.236
245,0.2631
246,0.2684
247,0.2713
248,0.2549
249,0.2537
250,0.2537
251,0.2593
252,0.2649
253,0.286
254,0.2808
255,0.2843
256,0.2802
257,0.2843
258,0.2808
259,0.2845
260,0.2876
261,0.3188
262,0.2882
263,0.3072
264,0.3134
265,0.2962
266,0.3004
267,0.3026
268,0.2966
269,0.2945
270,0.3065
271,0.3097
272,0.2824
273,0.265
274,0.265
275,0.2603
276,0.263
277,0.263
278,0.2726
279,0.2603
280,0.2559
281,0.2532
282,0.2622
283,0.2703
284,0.2622
285,0.2708
286,0.2691
287,0.2755
288,0.2792
289,0.2898
290,0.3016
291,0.3288
292,0.3848
293,0.423
294,0.3973
295,0.431
296,0.431
297,0.4728
298,0.4585
299,0.4559
300,0.4581
301,0.4685
302,0.4624
303,0.4645
304,0.4604
305,0.4624
306,0.4624
307,0.4584
308,0.4604
309,0.4544
